"NOME_PESSOA","CNS","CPF","PIS","DATA_NASCIMENTO","NOME_MAE","ID_ORIGEM","DATA_EVENTO","COMPETENCIA","ID_EVENTO_ORIGEM","STATUS","DATA_INATIVACAO","GESTACAO","PESO","ALTURA","DUM","DPP","SEMANA_GESTACIONAL","LOCAL","PROFISSIONAL"
"VALDELIR JONAS DA SILVA HOFMANN","898005144495879",,,"2016-11-19","RUTH DA SILVA GALE","21558","2019-10-02","2019-12","13",,,,,,,,,,
"VALDELIR JONAS DA SILVA HOFMANN","898005144495879",,,"2016-11-19","RUTH DA SILVA GALE","21558","2019-11-25","2019-12","13",,,,"58.7","1.43",,,,,
"LILIAN HADASSA MORAES RODRIGUES","898004814734141",,,"2015-02-09","MARIA HELENA MORAES RODRIGUES","21573","2019-07-23","2019-12","13",,,,,,,,,,
"FERNANDA VERAS LIMA","898004821999295",,,"2014-05-21","VALERIA FARIAS VERAS","21646","2018-05-03","2019-12","13",,,,"76.4","1.61",,,,,
"VITORIA ANTONELLY SOUZA","898005190711872",,,"2017-06-20","SHIRLEI SOUZA SANTOS","21670","2019-01-16","2019-12","13",,,,,,,,,,
"MARIA EDUARDA SILVA NETO","898004180002363",,,"2013-07-10","ROSE SILVA DOS SANTOS","21673","2018-03-23","2019-12","13",,,,"22.6",,,,,,
"MARIA EDUARDA SILVA NETO","898004180002363",,,"2013-07-10","ROSE SILVA DOS SANTOS","21673","2018-05-17","2019-12","13",,,,,,,,,,
"LARISSE GOLVEIA DE AQUINO","898003042081461",,,"2017-06-30","CRISTINA PEREIRA GOLVEIA","21700","2019-08-21","2019-12","13",,,,,,,,,,
"LETICIA EDUARDA DAMASCENO MOTA","898005149677401",,,"2016-03-14","BARBARAH ENATHA DAMASCENO SOUSA","21733","2018-11-09","2019-12","13",,,,"67.5","1.6",,,,,
"LETICIA EDUARDA DAMASCENO MOTA","898005149677401",,,"2016-03-14","BARBARAH ENATHA DAMASCENO SOUSA","21733","2018-12-04","2019-12","13",,,,,,,,,,
"LETICIA EDUARDA DAMASCENO MOTA","898005149677401",,,"2016-03-14","BARBARAH ENATHA DAMASCENO SOUSA","21733","2019-02-11","2019-12","13",,,,"67.4","1.58",,,,,
"RHYAN ENZO DAMASCENO MOTA","898004631215617",,,"2014-10-23","BARBARAH ENATHA DAMASCENO SOUSA","21734","2018-06-05","2019-12","13",,,,,,,,,,
"RHYAN ENZO DAMASCENO MOTA","898004631215617",,,"2014-10-23","BARBARAH ENATHA DAMASCENO SOUSA","21734","2018-12-07","2019-12","13",,,,,,,,,,
"RHYAN ENZO DAMASCENO MOTA","898004631215617",,,"2014-10-23","BARBARAH ENATHA DAMASCENO SOUSA","21734","2019-08-21","2019-12","13",,,,,,,,,,
"RHYAN ENZO DAMASCENO MOTA","898004631215617",,,"2014-10-23","BARBARAH ENATHA DAMASCENO SOUSA","21734","2019-03-08","2019-12","13",,,,,,,,,,
"AGNES VITORIA SANTOS RIBAS","898004009121779",,,"2013-02-17","MERIJANE TEIXEIRA SANTOS RIBAS","21748","2019-03-18","2019-12","13",,,,"72.2",,,,,,
"ENZO ALMEIDA SILVA","898004816419464",,,"2015-01-14","DENISE ALMEIDA MONTEIRO","21771","2018-06-05","2019-12","13",,,,"104.3",,,,,,
"ANDRYA ISRRAELLY ALVES DE ALMEIDA SILVA","700008962103200",,,"2016-01-18","JAYANE ALVES DE ALMEIDA DA SILVA","22169","2018-01-29","2019-12","13",,,,"85",,,,,,
"ANDRYA ISRRAELLY ALVES DE ALMEIDA SILVA","700008962103200",,,"2016-01-18","JAYANE ALVES DE ALMEIDA DA SILVA","22169","2018-01-18","2019-12","13",,,,"85.9",,,,,,
"HADRYAN RAFFAEL SALLES CORREIA","898004117740476",,,"2013-12-30","MARA YASMIN SALLES DA SILVA","21795","2018-03-28","2019-12","13",,,,,,,,,,
"HADRYAN RAFFAEL SALLES CORREIA","898004117740476",,,"2013-12-30","MARA YASMIN SALLES DA SILVA","21795","2019-04-05","2019-12","13",,,,,,,,,,
"JOAO MIGUEL CORREA SILVA","898005150236502",,,"2016-01-21","LAYNE WILANE CORREA SILVA E SILVA","21799","2019-10-21","2019-12","13",,,,,,,,,,
"THAICIANE SOUZA PIMENTEL","898005100312434",,,"2015-01-15","FRANCILENE DE SOUZA QUEIROZ","21820","2018-05-10","2019-12","13",,,,"13.6","0.91",,,,,
"THAICIANE SOUZA PIMENTEL","898005100312434",,,"2015-01-15","FRANCILENE DE SOUZA QUEIROZ","21820","2019-02-11","2019-12","13",,,,,,,,,,
"GABRIEL FERNANDO CARDOSO","700500349781559",,,"2017-02-21","MICHELE IVONE FERNANDO","21873","2019-02-12","2019-12","13",,,,,,,,,,
"GABRIEL FERNANDO CARDOSO","700500349781559",,,"2017-02-21","MICHELE IVONE FERNANDO","21873","2019-02-25","2019-12","13",,,,,,,,,,
"GABRIEL FERNANDO CARDOSO","700500349781559",,,"2017-02-21","MICHELE IVONE FERNANDO","21873","2019-04-29","2019-12","13",,,,,,,,,,
"GABRIEL FERNANDO CARDOSO","700500349781559",,,"2017-02-21","MICHELE IVONE FERNANDO","21873","2019-01-30","2019-12","13",,,,,,,,,,
"GABRIEL FERNANDO CARDOSO","700500349781559",,,"2017-02-21","MICHELE IVONE FERNANDO","21873","2019-11-08","2019-12","13",,,,"58.4","1.56",,,,,
"GABRIEL FERNANDO CARDOSO","700500349781559",,,"2017-02-21","MICHELE IVONE FERNANDO","21873","2019-10-14","2019-12","13",,,,,,,,,,
"JOAO PEDRO AMORIM DE OLIVEIRA","898004013175713",,,"2013-03-11","RONIVALDA LIMA DE AMORIM","22419","2019-04-30","2019-12","13",,,,,,,,,,
"MANUELA JAMES","898004813390929",,,"2015-05-10","VANESSA JAMES","20037","2019-04-29","2019-12","13",,,,"60.8","1.56",,,,,
"MANUELA JAMES","898004813390929",,,"2015-05-10","VANESSA JAMES","20037","2019-07-15","2019-12","13",,,,,,,,,,
"MANUELA JAMES","898004813390929",,,"2015-05-10","VANESSA JAMES","20037","2019-03-29","2019-12","13",,,,,,,,,,
"MANUELA JAMES","898004813390929",,,"2015-05-10","VANESSA JAMES","20037","2019-10-10","2019-12","13",,,,"65.5","1.56",,,,,
"ENTONY LORENZO SOUSA DA SILVA","898005123078888",,,"2016-04-17","DAGMAR SAMPAIO DE SOUSA ROCHA","20337","2019-03-08","2019-12","13",,,,,,,,,,
"RAFAEL ALMEIDA DA SILVA","898004603628333",,,"2013-05-23","MARIA SANDRA ALMEIDA DA SILVA","20631","2019-10-25","2019-12","13",,,,"66.1",,,,,,
"HADASSA TELES DE CARVALHO","898004806410308",,,"2015-05-28","DEISYANE SAMPAIO DE CARVALHO","20635","2018-03-15","2019-12","13",,,,"61.4","1.55",,,,,
"YAN VITOR DOS ANJOS OLIVEIRA","898005136036712",,,"2016-07-06","KAREN DE JESUS DOS ANJOS PIMENTA","20902","2019-09-12","2019-12","13",,,,"63.3","1.6",,,,,
"REBECA AUGUSTO MARIANO","898005196638859",,,"2014-01-13","MEIRE TEREZA AUGUSTO","20658","2018-03-28","2019-12","13",,,,,,,,,,
"REBECA AUGUSTO MARIANO","898005196638859",,,"2014-01-13","MEIRE TEREZA AUGUSTO","20658","2018-10-02","2019-12","13",,,,"66.2","1.57",,,,,
"YASMIN SOPHIA MAGALHAES","898004157009128",,,"2013-12-08","ANTONIA MARIA MAGALHAES DOS SANTOS","20670","2018-04-24","2019-12","13",,,,"55.1","1.61",,,,,
"GUSTAVO SOARES RODRIGUES MACHADO","705003830176452",,,"2013-06-25","KAROLINE SOARES RODRIGUES MACHADO","20962","2018-10-16","2019-12","13",,,,"54.7","1.61",,,,,
"AGATA ALVES DE OLIVEIRA","898004095382122",,,"2013-11-22","NUBIA OLIVEIRA DA SIVA","20128","2019-04-24","2019-12","13",,,,,,,,,,
"AGATA ALVES DE OLIVEIRA","898004095382122",,,"2013-11-22","NUBIA OLIVEIRA DA SIVA","20128","2019-04-17","2019-12","13",,,,,,,,,,
"AGATA ALVES DE OLIVEIRA","898004095382122",,,"2013-11-22","NUBIA OLIVEIRA DA SIVA","20128","2019-02-22","2019-12","13",,,,,,,,,,
"MARA CLARA RODRIGUES DANTAS","707005848558630",,,"2013-05-14","DANIELE MAQUINE RODRIGUES DADNTAS","21005","2018-12-11","2019-12","13",,,,"56.8","1.73",,,,,
"HUGO HENRIQUE COQUEIRO SALOMAO","702400582692927","07180722278",,"2014-05-16","JESSIENE COQUEIRO MORAIS","20134","2018-05-28","2019-12","13",,,,"18.4","1.03",,,,,
"LUIZ EMANUEL SAMPAIO MAGALHAES","898004817731828",,,"2015-05-02","ELAYNE SAMPAIO MAGALHAES","20139","2019-05-20","2019-12","13",,,,,,,,,,
"DANIEL ENZO SOUSA MAGALHAES","703605002655835","05275604211",,"2015-12-15","CELIA SOUSA GONCALVES","20153","2018-08-20","2019-12","13",,,,"47.4","1.47",,,,,
"MICHEL MULLER OLIVEIRA DA SILVA","898004608851286",,,"2013-10-03","FABIANA CARNEIRO DE OLIVEIRA","20207","2018-11-06","2019-12","13",,,,,,,,,,
"LORENZO SOUZA MARTINS","898005156371223",,,"2017-01-02","SHIRLANE SOUZA TEIXEIRA","20503","2018-05-02","2019-12","13",,,,,,,,,,
"THIAGO ALVES MONTEIRO","898004528170452",,,"2014-06-04","ADRIANA SOUSA ALVES","21087","2018-05-11","2019-12","13",,,,"59","1.52",,,,,
"ANA BEATRIZ MOURA DOS SANTOS RODRIGUES","898005834932756","06854900255",,"2017-04-21","NOME INCOMPLETO","20535","2019-11-08","2019-12","13",,,,,,,,,,
"ISADORA SILVA PORTELA","898005159373936",,,"2017-03-09","TAMIRES PEREIRA DA SILVA","20814","2019-09-13","2019-12","13",,,,"90.6",,,,,,
"PAULO LUAN TRINDADE FONSECA","898005102070608",,,"2016-01-10","ROSANE LUZIA RIBEIRO TRINDADE","20830","2018-04-23","2019-12","13",,,,,,,,,,
"PAULO LUAN TRINDADE FONSECA","898005102070608",,,"2016-01-10","ROSANE LUZIA RIBEIRO TRINDADE","20830","2018-04-17","2019-12","13",,,,"56.1","1.53",,,,,
"PAULO LUAN TRINDADE FONSECA","898005102070608",,,"2016-01-10","ROSANE LUZIA RIBEIRO TRINDADE","20830","2018-04-17","2019-12","13",,,,,,,,,,
"PAULO LUAN TRINDADE FONSECA","898005102070608",,,"2016-01-10","ROSANE LUZIA RIBEIRO TRINDADE","20830","2018-06-13","2019-12","13",,,,"56","1.53",,,,,
"PAULO LUAN TRINDADE FONSECA","898005102070608",,,"2016-01-10","ROSANE LUZIA RIBEIRO TRINDADE","20830","2018-11-12","2019-12","13",,,,"54.4","1.51",,,,,
"HELLOIZY OLIVEIRA DA SILVA","898004996702836",,,"2015-10-23","ROSANGELA OLIVEIRA","20833","2019-11-06","2019-12","13",,,,"99.1","1.67",,,,,
"ALEF DAVI CARVALHO PEREIRA","708705188415597","06288539201",,"2017-06-14","SIMONE CARVALHO SOUSA","21097","2018-02-21","2019-12","13",,,,"97.3","1.62",,,,,
"ALEF DAVI CARVALHO PEREIRA","708705188415597","06288539201",,"2017-06-14","SIMONE CARVALHO SOUSA","21097","2018-03-14","2019-12","13",,,,"97.3","1.62",,,,,
"MURILO ENZO MAFRA VIEIRA","700604454646065",,,"2013-05-25","LILIAN DA SILVA MAFRA","24175","2019-11-04","2019-12","13",,,,"52.5",,,,,,
"ANTHONY KAINAN SOARES ALMEIDA","898005112285186",,,"2015-07-14","ANA CASSIA ALMEIDA SILVA","23325","2018-03-19","2019-12","13",,,,"71.7","1.55",,,,,
"ANTHONY KAINAN SOARES ALMEIDA","898005112285186",,,"2015-07-14","ANA CASSIA ALMEIDA SILVA","23325","2018-05-08","2019-12","13",,,,,,,,,,
"ANTHONY KAINAN SOARES ALMEIDA","898005112285186",,,"2015-07-14","ANA CASSIA ALMEIDA SILVA","23325","2018-09-17","2019-12","13",,,,,,,,,,
"ANTHONY KAINAN SOARES ALMEIDA","898005112285186",,,"2015-07-14","ANA CASSIA ALMEIDA SILVA","23325","2019-02-21","2019-12","13",,,,,,,,,,
"NINA CLARICE ARFAXADES RODRIGUES","708102527598934",,,"2013-02-24","ELANE COIMBRA RODRIGUES","23409","2018-06-08","2019-12","13",,,,,,,,,,
"ITALO BERNARDO VIEIRA NASCIMENTO","898005167460753",,,"2017-06-02","IVANEIDE VIEIRA DO NASCIMETO","22807","2018-01-17","2019-12","13",,,,"56.4",,,,,,
"ITALO BERNARDO VIEIRA NASCIMENTO","898005167460753",,,"2017-06-02","IVANEIDE VIEIRA DO NASCIMETO","22807","2018-04-25","2019-12","13",,,,,,,,,,
"JOAO PAULO PORFIRIO DE SOUZA","898004152717841",,,"2014-01-15","ZENIA SILVA PORFILIO","23144","2018-01-31","2019-12","13",,,,,,,,,,
"SOFIA EMANUELLE DE SOUSA","898005118509841",,,"2015-12-09","IZABEL FRANCISCO DE SOUZA","26075","2018-06-19","2019-12","13",,,,"69.5","1.65",,,,,
"DARKSON NASCIMENTO DAMASCENO NETO","898005116513477",,,"2016-03-28","YASKARA ADONAY RIBEIRO MONTENEGRO","27402","2019-01-02","2019-12","13",,,,,,,,,,
"DARKSON NASCIMENTO DAMASCENO NETO","898005116513477",,,"2016-03-28","YASKARA ADONAY RIBEIRO MONTENEGRO","27402","2019-09-04","2019-12","13",,,,,,,,,,
"EMANUELLE PEREIRA FERREIRA","708408757837364",,,"2015-02-22","LAISLA MINELLE PEREIRA FERREIRA","26856","2019-10-07","2019-12","13",,,,,,,,,,
"EMANUELLE PEREIRA FERREIRA","708408757837364",,,"2015-02-22","LAISLA MINELLE PEREIRA FERREIRA","26856","2019-09-16","2019-12","13",,,,,,,,,,
"ANTONIELSON DA SILVA SANTOS","898004139140463",,,"2013-01-25","NATALIA DA SILVA SANTOS","25670","2018-01-12","2019-12","13",,,,,,,,,,
"ANTONIELSON DA SILVA SANTOS","898004139140463",,,"2013-01-25","NATALIA DA SILVA SANTOS","25670","2018-09-05","2019-12","13",,,,,,,,,,
"ANTONIELSON DA SILVA SANTOS","898004139140463",,,"2013-01-25","NATALIA DA SILVA SANTOS","25670","2019-01-28","2019-12","13",,,,,,,,,,
"BIANCA VITORIA OLIVEIRA ARAGAO","705305426956890","08154653273",,"2013-05-16","VALCRIS LIMA DE OLIVEIRA","25690","2019-08-21","2019-12","13",,,,"38.5","1.43",,,,,
"RUAN CASTRO SOARES","898004048888139",,,"2017-04-20","ANA MIRTA PEREIRA DE CASTRO","26390","2019-05-13","2019-12","13",,,,,,,,,,
"RUAN CASTRO SOARES","898004048888139",,,"2017-04-20","ANA MIRTA PEREIRA DE CASTRO","26390","2019-09-16","2019-12","13",,,,,,,,,,
"RUAN CASTRO SOARES","898004048888139",,,"2017-04-20","ANA MIRTA PEREIRA DE CASTRO","26390","2019-09-02","2019-12","13",,,,,,,,,,
"AYSHA VITORIA MARTINS DA SILVA","898004187545214",,,"2014-06-14","SHEILA MARIA DE JESUS MARTINS","25758","2019-09-09","2019-12","13",,,,,,,,,,
"MIGUEL FARAH DE OLIVEIRA SOUSA","898004617781104",,,"2014-04-17","VANESSA DE OLIVEIRA DA SILVA","25811","2019-10-22","2019-12","13",,,,"64.4","1.4",,,,,
"MARESSA SAMPAIO CARVALHO","705000217470853","06518738278",,"2015-09-28","MARIA DE JESUS CIPRIANO SAMPAIO","25281","2019-08-26","2019-12","13",,,,,,,,,,
"AYLA TASSARA RODRIGUES","898004047724736",,,"2013-03-26","TATIANE CARLA RODRIGUES","27216","2019-10-02","2019-12","13",,,,,,,,,,
"HEITOR FERNANDES DE MORAES","898005191344962",,,"2017-06-20","DARLENE DA SILVA FERNANDES","25960","2019-12-03","2019-12","13",,,,,,,,,,
"MANUELE ANDRADE LIRA","898004163632508",,,"2014-04-09","KEISIANE ANDRADE MAGALHAES","25965","2019-10-21","2019-12","13",,,,,,,,,,
"MANUELE ANDRADE LIRA","898004163632508",,,"2014-04-09","KEISIANE ANDRADE MAGALHAES","25965","2019-12-03","2019-12","13",,,,"51.4","1.55",,,,,
"GISELI TRINDADE DUARTE","898004818681646",,,"2015-08-26","JUCICLEIDE SILVA TRINDADE","25360","2018-12-03","2019-12","13",,,,,,,,,,
"THIAGO ISLEY SILVA NASCIMENTO","898004129247303",,,"2013-04-24","VANISIA DA SILVA","25976","2019-10-14","2019-12","13",,,,"58","1.53",,,,,
"THIAGO UCHOA DE OLIVEIRA","701007888802195",,,"2016-06-13","FABIANA BARROSO UCHOA","26656","2018-02-09","2019-12","13",,,,,,,,,,
"GABRIEL ARTHUR OLIVEIRA DA SILVA","898005195371972",,,"2016-12-18","JESSICA OLIVEIRA MOURAO","30029","2019-08-23","2019-12","13",,,,,,,,,,
"GABRIEL ARTHUR OLIVEIRA DA SILVA","898005195371972",,,"2016-12-18","JESSICA OLIVEIRA MOURAO","30029","2019-07-04","2019-12","13",,,,,,,,,,
"MARIA CECILIA MATOS CARVALHO","898004027387416",,,"2013-02-10","SANDRA MARIA CRUZ MATOS","30040","2019-07-02","2019-12","13",,,,,,,,,,
"MARIA CECILIA MATOS CARVALHO","898004027387416",,,"2013-02-10","SANDRA MARIA CRUZ MATOS","30040","2019-08-09","2019-12","13",,,,,,,,,,
"MARIA CECILIA MATOS CARVALHO","898004027387416",,,"2013-02-10","SANDRA MARIA CRUZ MATOS","30040","2019-09-03","2019-12","13",,,,,,,,,,
"MARIA CECILIA MATOS CARVALHO","898004027387416",,,"2013-02-10","SANDRA MARIA CRUZ MATOS","30040","2019-12-05","2019-12","13",,,,,,,,,,
"LAYRA PONTES DE OLIVEIRA","898004603937034",,,"2013-03-12","VANDA COSTA PONTES","28398","2019-07-31","2019-12","13",,,,,,,,,,
"CAMILA ALVES MACEDO","898005180893382",,,"2016-10-20","ANA LUCIA FERREIRA ALVES COSTA","28401","2019-07-02","2019-12","13",,,,,,,,,,
"CAMILA ALVES MACEDO","898005180893382",,,"2016-10-20","ANA LUCIA FERREIRA ALVES COSTA","28401","2019-09-10","2019-12","13",,,,,,,,,,
"LETICIA LIMA GIRAO MAIA","898005147980395",,,"2016-11-19","LETICIA LIMA GIRAO MAIA","28407","2019-08-23","2019-12","13",,,,,,,,,,
"ENZO GABRIEL DE SOUZA ALMEIDA","706909124303238","05822346200",,"2016-12-19","LUARA CARLA DE SOUZA LIMA","29067","2019-07-05","2019-12","13",,,,,,,,,,
"EMILY RAIANY DA COSTA NASCIMENTO","700507150392652","06515953208",,"2013-03-04","FERNANDA DA COSTA BARBOSA","30105","2019-06-12","2019-12","13",,,,"58.4","1.6",,,,,
"LAURA COSTA PONTES","898005198721826",,,"2017-07-18","LARICE COSTA PONTES","30107","2019-11-08","2019-12","13",,,,,,,,,,
"HANDSON MAIA TEIXEIRA FILHO","898005102320396",,,"2016-03-30","FRANCINAIRA BETO","29090","2019-09-30","2019-12","13",,,,"57.6",,,,,,
"YAN ALESSADRE POLICARPO DOS REIS","898004880981364",,,"2014-08-23","DIANA DOS REIS DANTOS","29458","2019-08-26","2019-12","13",,,,,,,,,,
"YAN ALESSADRE POLICARPO DOS REIS","898004880981364",,,"2014-08-23","DIANA DOS REIS DANTOS","29458","2019-09-09","2019-12","13",,,,,,,,,,
"NILZA ALEIXODOS SANTOS","801434324580966",,,"2015-03-06","ASSEGINA MARIA ALEIXO ANGELO","28520","2019-07-15","2019-12","13",,,,,,,,,,
"DIEGO BARROS RIBEIRO","700409461572345",,,"2017-08-25","MERE ELZA DE MORAIS BARROS","29530","2019-12-06","2019-12","13",,,,,,,,,,
"RILARY PEREIRA SANTOS","898005167452572",,,"2016-12-23","JOSIANE PEREIRA SOARES","28540","2018-10-16","2019-12","13",,,,,,,,,,
"RILARY PEREIRA SANTOS","898005167452572",,,"2016-12-23","JOSIANE PEREIRA SOARES","28540","2019-03-13","2019-12","13",,,,,,,,,,
"CLAUDIA FERNANDA DA SILVA SOUZA NASCIMENTO","898005108923661",,,"2015-06-23","THAISA PAMELA DE SOUZA NASCIMENTO","28562","2019-07-19","2019-12","13",,,,,,,,,,
"CLAUDIA FERNANDA DA SILVA SOUZA NASCIMENTO","898005108923661",,,"2015-06-23","THAISA PAMELA DE SOUZA NASCIMENTO","28562","2019-09-12","2019-12","13",,,,,,,,,,
"ARTUR VINICIUS CASTRO DINIZ","708905749792112",,,"2015-09-28","LORAYNE CASTRO ALBUQUERQUE","29167","2019-08-21","2019-12","13",,,,,,,,,,
"PEDRO AZEVEDO DINIZ","700009275588001",,,"2016-06-22","INGRID DE AZEVEDO CONCEICAO","29192","2019-07-31","2019-12","13",,,,"51.9","1.55",,,,,
"LUAN GABRIEL LIMA DAMACENO","898004966713007",,,"2014-09-16","LAYNE PAIVA LIMA","29555","2019-08-02","2019-12","13",,,,,,,,,,
"LUAN GABRIEL LIMA DAMACENO","898004966713007",,,"2014-09-16","LAYNE PAIVA LIMA","29555","2019-10-14","2019-12","13",,,,,,,,,,
"ARLINDO RIBEIRO DOS SANTOS","700503354011556",,,"2017-08-22","LUZIA RIBEIRO DOS SANTOS","29217","2019-10-16","2019-12","13",,,,,,,,,,
"WEREQUE SENA ROCHA","898005153711058",,,"2016-10-18","JESSSICA SILVA ROCHA","27975","2019-09-10","2019-12","13",,,,,,,,,,
"PIETRO KAUA TELES GARCIS","898005193115499",,,"2016-11-22","YASMIN SARA DA SILVA TELES","28027","2018-06-28","2019-12","13",,,,,,,,,,
"SEBASTIAN DAVIANA GUIQUE CASTELLANOS","898005167495565",,,"2015-07-10","EMILY DAVIANA CASTELLANOS CONTRERAS","28075","2019-07-25","2019-12","13",,,,,,,,,,
"NICKOLAS PIETRO ALVES SALES","701403609286333","05430503274",,"2014-02-26","THAIS ALVES COSTA","29353","2019-08-22","2019-12","13",,,,,,,,,,
"PIERCE EMANUEL DO NASCIMENTO","898005124407214",,,"2016-07-22","GIANISMARA LIMADO NASCIMENTO","28104","2019-07-24","2019-12","13",,,,,,,,,,
"PIERCE EMANUEL DO NASCIMENTO","898005124407214",,,"2016-07-22","GIANISMARA LIMADO NASCIMENTO","28104","2019-10-30","2019-12","13",,,,,,,,,,
"BENICIO TIAGO DE SOUZA OLIVEIRA","898005161308712",,,"2017-03-27","ADRIANA DE SOUZA GONCALVES OLIVEIRA","28136","2019-08-15","2019-12","13",,,,"78.2",,,,,,
"BENICIO TIAGO DE SOUZA OLIVEIRA","898005161308712",,,"2017-03-27","ADRIANA DE SOUZA GONCALVES OLIVEIRA","28136","2019-10-31","2019-12","13",,,,,,,,,,
"EDSON RODRIGUES DE QUEIROS","898004131295115",,,"2013-10-22","ELMA RODRIGUES DE QUEIROS","27742","2019-02-25","2019-12","13",,,,,,,,,,
"EDSON RODRIGUES DE QUEIROS","898004131295115",,,"2013-10-22","ELMA RODRIGUES DE QUEIROS","27742","2019-11-25","2019-12","13",,,,,,,,,,
"DAVI VINICIUS DA SILVA LIMA","898004168655441",,,"2014-05-02","BIANCA DA SILVA LIMA","28173","2019-08-16","2019-12","13",,,,,,,,,,
"DAVI VINICIUS DA SILVA LIMA","898004168655441",,,"2014-05-02","BIANCA DA SILVA LIMA","28173","2019-09-19","2019-12","13",,,,,,,,,,
"GUSTAVO HENRIQUE FLORO MINGUENS","898005135454103",,,"2016-09-07","GUENIVER DE SOUSA FLORO","29829","2019-10-01","2019-12","13",,,,,,,,,,
"NICOLAS DANIEL ALVES DE SOUZA","898004878885957",,,"2015-04-25","CLAUDINETE ALVES DE SOUZA","29849","2019-06-28","2019-12","13",,,,,,,,,,
"NICOLAS DANIEL ALVES DE SOUZA","898004878885957",,,"2015-04-25","CLAUDINETE ALVES DE SOUZA","29849","2019-11-13","2019-12","13",,,,,,,,,,
"RAQUEL RAMOS BARBALHO","702608292672147",,,"2016-11-27","POLIANA SOUSA RAMOS","28232","2019-09-30","2019-12","13",,,,"20","1.13",,,,,
"ADRILLES JOSE SEIXAS","898004995710487",,,"2015-07-01","LUCINEIDE DE ALENCAR","29868","2018-06-25","2019-12","13",,,,"72.4",,,,,,
"ADRILLES JOSE SEIXAS","898004995710487",,,"2015-07-01","LUCINEIDE DE ALENCAR","29868","2018-06-20","2019-12","13",,,,"72.5","1.63",,,,,
"ADRILLES JOSE SEIXAS","898004995710487",,,"2015-07-01","LUCINEIDE DE ALENCAR","29868","2019-08-05","2019-12","13",,,,"75",,,,,,
"ISABELLY LUIZA VITORIA DE OLIVEIRA LUCENA","708202122941144",,,"2013-08-25","LUZILENE ALVES OLIVEIRA","28278","2019-11-26","2019-12","13",,,,"52.2",,,,,,
"AGATHA KAROLINY CANDIDO DA LUZ","898004056932338",,,"2013-07-18","ELIZANGELA CANDIDO DA SILVA","31364","2019-10-10","2019-12","13",,,,,,,,,,
"AGATHA KAROLINY CANDIDO DA LUZ","898004056932338",,,"2013-07-18","ELIZANGELA CANDIDO DA SILVA","31364","2019-10-03","2019-12","13",,,,,,,,,,
"AGATHA KAROLINY CANDIDO DA LUZ","898004056932338",,,"2013-07-18","ELIZANGELA CANDIDO DA SILVA","31364","2019-11-06","2019-12","13",,,,,,,,,,
"AGATHA KAROLINY CANDIDO DA LUZ","898004056932338",,,"2013-07-18","ELIZANGELA CANDIDO DA SILVA","31364","2019-10-10","2019-12","13",,,,,,,,,,
"DANIEL SAMUEL GARCIA","702404015599923","03883463299",,"2013-11-12","TAMARA CELAINE PEREIRA GARCIA","31405","2019-11-13","2019-12","13",,,,,,,,,,
"PEDRO TEIXEIRA PESSOA","701805278192475",,,"2016-08-11","RAIMUNDA JULIANA ARAUJO TEIXEIRA","31422","2019-10-11","2019-12","13",,,,,,,,,,
"PEDRO TEIXEIRA PESSOA","701805278192475",,,"2016-08-11","RAIMUNDA JULIANA ARAUJO TEIXEIRA","31422","2019-11-13","2019-12","13",,,,,,,,,,
"MELINA LORRAYNE CONCEICAO DA SENA","898004917095036",,,"2015-12-01","EDLA FERNANDA FONSECA DA CONCEICAO","32546","2019-06-13","2019-12","13",,,,,,,,,,
"TARCISIO BATISTA DE CHAVES FREITAS","700206998654521","07899380227",,"2014-10-28","IVANILCE BATISTA DE MATOS","30821","2019-08-22","2019-12","13",,,,,,,,,,
"NAYZA EMANUELA SOBRINHO RODRIGUES","898004602312243",,,"2014-12-04","IDINAY SOUSA SOBRINHO","30867","2019-10-14","2019-12","13",,,,"26.2","1.22",,,,,
"TARCISIO DOS REIS ROCHA","708908779665618",,,"2017-08-06","FRANCISCA DOS REIS MORAIS","32703","2019-10-08","2019-12","13",,,,,,,,,,
"TARCISIO DOS REIS ROCHA","708908779665618",,,"2017-08-06","FRANCISCA DOS REIS MORAIS","32703","2019-11-27","2019-12","13",,,,,,,,,,
"DAVI BERNARDO DE SOUZA","898004181981748",,,"2014-04-09","SUENY BERNARDO DE SOUZA","31580","2019-09-24","2019-12","13",,,,"67.8",,,,,,
"DAVI BERNARDO DE SOUZA","898004181981748",,,"2014-04-09","SUENY BERNARDO DE SOUZA","31580","2019-11-13","2019-12","13",,,,,,,,,,
"CAIO HENQUES MORAES REZENDE DE CASTRO","709809004615297",,,"2014-02-12","TASSIA RENATA GOMES MORAES","31986","2019-11-22","2019-12","13",,,,,,,,,,
"PEDRO THOMAZ DE ARAUJO","898005107164694",,,"2015-01-01","ANA RAQUEL SILVA DE ARAUJO","31025","2019-11-11","2019-12","13",,,,,,,,,,
"SOFIA SOARES CORDUIR","898004874449311",,,"2015-03-11","MAYRLA CAMILA SOARES RAPOSO","31631","2019-09-20","2019-12","13",,,,,,,,,,
"SOFIA SOARES CORDUIR","898004874449311",,,"2015-03-11","MAYRLA CAMILA SOARES RAPOSO","31631","2019-10-21","2019-12","13",,,,,,,,,,
"DEBORA VITORIA MACEDO DA SILVA","706504338053193",,,"2016-07-01","MARIA DA SILVA AVELINO","30430","2019-09-30","2019-12","13",,,,,,,,,,
