"NOME","CNS","CPF","PIS","DATA_NASCIMENTO","NOME_MAE","ID_ORIGEM","DATA_EVENTO","COMPETENCIA","ID_EVENTO_ORIGEM","STATUS","DATA_INATIVACAO","GESTACAO","PESO","ALTURA","DPP","DUM","SEMANA_GESTACAO","UBS","PROFISSIONAL"
"LEIDYS MARIANY SANCHEZ VELASQUEZ","898005836789756",,,"1989-12-02","DORMA LISBETH VELASQUEZ MORA","109500","2018-07-19","2019-12","1","ATIVO",,,,,"2018-10-27","2018-01-20",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"LEIDYS MARIANY SANCHEZ VELASQUEZ","898005836789756",,,"1989-12-02","DORMA LISBETH VELASQUEZ MORA","109500","2019-11-25","2019-12","1","ATIVO",,,,,"2018-10-27","2018-01-20",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"BARBARA SOUZA SILVA","700308990039640","05455026240","21207717594","2001-05-20","ALZENIRA SOUZA SILVA","109508","2019-06-17","2019-12","1","ATIVO",,,,,"2020-02-21","2019-05-14",,"UNIDADE BASICA DE SAUDE DR. DIMITRI RAMOS GRANDEZ DE ARAUJO",
"STEPHANIE KRAFF FRANCO RODRIGUES REIS","706201548947069","87342952249",,"1987-09-22","SULAMITA FRANCO RODRIGUES","109528","2019-10-11","2019-12","1","ATIVO",,,,,"2020-03-22","2019-06-15",,"UNIDADE BASICA DE SAUDE MECEJANA",
"MILDRED MARIA VASQUEZ","898005821626546","70638678226",,"1978-05-09","CASIMIRA MARIA VASQUEZ","109547","2019-06-12","2019-12","1","ATIVO",,,,,"2019-10-25","2019-01-18",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"POLIANA DA SILVA OLIVEIRA","706509311059195","03944134230","16620143920","1999-05-21","IOLANDA DA SILVA E SILVA","109595","2018-07-12","2019-12","1","ATIVO",,,,,"2018-08-24","2017-11-17",,"UNIDADE BASICA DE SAUDE DR. DALMO SILVA FEITOSA",
"POLIANA DA SILVA OLIVEIRA","706509311059195","03944134230","16620143920","1999-05-21","IOLANDA DA SILVA E SILVA","109595","2019-09-18","2019-12","1","ATIVO",,,,,"2018-08-24","2017-11-17",,"UNIDADE BASICA DE SAUDE PROF MARIANO DE ANDRADE",
"GISLAINE KETHELHEN PEREIRA DA CUNHA","704605125109020","05234534260","20345208565","2001-04-25","LARDISANGELA PEREIRA DA ENCARNACAO","109596","2018-08-10","2019-12","1","ATIVO",,,,,"2018-10-16","2018-01-09",,"UNIDADE BASICA DE SAUDE ARMINDA GOMES",
"KASSIA ROHENKOHL FERREIRA","705004477207757","03816764207",,"1996-10-16","MARLENE ROHENKOHL","109637","2019-03-07","2019-12","1","ATIVO",,,,,"2019-11-06","2019-01-30",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"KASSIA ROHENKOHL FERREIRA","705004477207757","03816764207",,"1996-10-16","MARLENE ROHENKOHL","109637","2019-09-10","2019-12","1","ATIVO",,,,,"2019-11-06","2019-01-30",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"MARISA CAVALCANTE REIS","700508905182151","93134843234",,"1987-05-14","PATRICIA NERES CAVALCANTE","109657","2018-07-26","2019-12","1","ATIVO",,,,,"2019-03-14","2018-06-07",,"UNIDADE BASICA DE SAUDE DR. DIMITRI RAMOS GRANDEZ DE ARAUJO",
"YOSLENI JOSEFINA LURUA CORDERO","898005833277622","70641601298",,"1991-03-10","YOLEIDA DEL CARMEN CORDERO DE LURUA","109722","2018-09-28","2019-12","1","INATIVO",,,,,"2018-12-06","2018-02-27",,"UNIDADE BASICA DE SAUDE ASA BRANCA",
"MARIA CLEIDIANA DE ARAUJO SOUZA","704102289922850","77419529272","13219290271","1981-01-19","ZILDA MARIA DE ARAUJO SOUZA","109729","2019-01-14","2019-12","1","ATIVO",,,,,"2019-08-12","2018-11-05",,"UNIDADE BASICA DE SAUDE DR. DALMO SILVA FEITOSA",
"MARIA CLEIDIANA DE ARAUJO SOUZA","704102289922850","77419529272","13219290271","1981-01-19","ZILDA MARIA DE ARAUJO SOUZA","109729","2019-05-14","2019-12","1","ATIVO",,,,,"2019-08-12","2018-11-05",,"UNIDADE BASICA DE SAUDE DR. DALMO SILVA FEITOSA",
"GABRIELLE ALVES OLIVEIRA","700805463272686","04422559265",,"2000-02-21","WILMA OLIVEIRA SOUSA","109747","2019-01-21","2019-12","1","ATIVO",,,,,"2019-08-22","2018-11-15",,"UNIDADE BASICA DE SAUDE IONE SANTIAGO",
"GABRIELLE ALVES OLIVEIRA","700805463272686","04422559265",,"2000-02-21","WILMA OLIVEIRA SOUSA","109747","2019-05-24","2019-12","1","ATIVO",,,,,"2019-08-22","2018-11-15",,"UNIDADE BASICA DE SAUDE IONE SANTIAGO",
"CLAUDIA TEODOSA CARVAJAL SANABRIA","701407680653037","70611701235",,"1995-03-22","SANTA ROSELIA SANABRIA RODRIGUEZ","109778","2018-10-25","2019-12","1","ATIVO",,,,,"2019-04-24","2018-07-17",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"VERA INEZ DA SILVA SOUTO","705809464095138","00018519261","16697522225","1990-09-20","ROSINEIDE OLIVEIRA DA SILVA","109784","2019-05-23","2019-12","1","ATIVO",,,,,"2019-11-14","2019-02-07",,"UNIDADE BASICA DE SAUDE RUBELDIMAR MAIA DE A. CRUZ",
"DANIELA DA SILVA ARAUJO","702809158699663","00046363254",,"1987-02-11","EUGENIA RITA DA SILVA ARAUJO","109801","2018-07-19","2019-12","1","ATIVO",,,,,"2018-08-10","2017-11-03",,"UNIDADE BASICA DE SAUDE MECEJANA",
"ROSILDA PEREIRA DA CONCEICAO","704801027803342","03398493203",,"1998-01-10","CONSUELO PEREIRA DA SILVA","109835","2018-07-27","2019-12","1","ATIVO",,,,,"2019-03-05","2018-05-29",,"UNIDADE BASICA DE SAUDE CINTURAO VERDE",
"NILMARA DA SILVA AMARO","709606602158271","04241305210","16620134948","1998-10-18","DIANA DA SILVA","109842","2019-05-10","2019-12","1","ATIVO",,,,,"2019-06-04","2018-08-28",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"NILMARA DA SILVA AMARO","709606602158271","04241305210","16620134948","1998-10-18","DIANA DA SILVA","109842","2019-01-10","2019-12","1","ATIVO",,,,,"2019-06-04","2018-08-28",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"GEOVANIA SOUSA AMBROSIO","898003049867886",,,"2003-07-04","NIVANDA SOUZA AMBROSIO","109849","2018-12-07","2019-12","1","ATIVO",,,,,"2019-04-30","2018-07-24",,"UNIDADE BASICA DE SAUDE ARMINDA GOMES",
"GEOVANIA SOUSA AMBROSIO","898003049867886",,,"2003-07-04","NIVANDA SOUZA AMBROSIO","109849","2019-05-21","2019-12","1","ATIVO",,,,,"2019-04-30","2018-07-24",,"UNIDADE BASICA DE SAUDE ARMINDA GOMES",
"ROSANA LIMA GOMES","702402022027121","62678540278",,"1978-05-10","MARIA APARECIDA LIMA GOMES","109866","2018-08-31","2019-12","1","ATIVO",,,,,"2018-10-25","2018-01-18",,"UNIDADE BASICA DE SAUDE RUBELDIMAR MAIA DE A. CRUZ",
"LEUDIANE ALVES BRITO","708401245725269","01387481282",,"1984-10-19","MARIA GORETE ALVES","109904","2018-07-03","2019-12","1","ATIVO",,,,,"2019-01-10","2018-04-03",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"JESSICA LUANA DE OLIVEIRA FELIPE SIMOES","700004274144008","00896097277",,"1992-12-26","LUCIMAR DE OLIVEIRA FELIPE","109950","2018-09-12","2019-12","1","INATIVO",,,,,"2019-05-04","2018-07-28",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"NIRLENE DOS SANTOS DA SILVA","706707525795514","81200579291",,"1985-01-19","ALDENORA DOS SANTOS MESSIAS","109963","2019-07-01","2019-12","1","ATIVO",,,,,"2020-02-06","2019-04-29",,"UNIDADE BASICA DE SAUDE EQUATORIAL",
"ALINE DE SOUSA FERNANDES","702607792928247","00929737288","20746114103","1993-07-25","ELIETH DE SOUSA FERNANDES","110020","2018-11-22","2019-12","1","ATIVO",,,,,"2019-03-24","2018-06-17",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"GISELLE DOS SANTOS SAMIAS","706707577148110","03686588218",,"1994-11-14","SILVANIA HOLANDA DOS SANTOS","110040","2018-07-12","2019-12","1","ATIVO",,,,,"2018-09-10","2017-12-03",,"UNIDADE BASICA DE SAUDE DR. DIMITRI RAMOS GRANDEZ DE ARAUJO",
"GISELLE DOS SANTOS SAMIAS","706707577148110","03686588218",,"1994-11-14","SILVANIA HOLANDA DOS SANTOS","110040","2018-07-12","2019-12","1","ATIVO",,,,,"2018-09-10","2017-12-03",,"UNIDADE BASICA DE SAUDE DR. DIMITRI RAMOS GRANDEZ DE ARAUJO",
"GLEUDSON SILVA RODRIGUES","705008052544551","75024934253",,"1983-06-06","VALDILENE SILVA","110061","2018-08-23","2019-12","1","ATIVO",,,,,"2018-12-25","2018-03-18",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"GEISA MARQUES PEREIRA","700005193923008","04768617301",,"1988-10-17","ROSEMARY VIEIRA MARQUES","110078","2018-12-14","2019-12","1","ATIVO",,,,,"2019-08-13","2018-11-06",,"UNIDADE BASICA DE SAUDE EQUATORIAL",
"GEISA MARQUES PEREIRA","700005193923008","04768617301",,"1988-10-17","ROSEMARY VIEIRA MARQUES","110078","2019-08-12","2019-12","1","ATIVO",,,,,"2019-08-13","2018-11-06",,"UNIDADE BASICA DE SAUDE EQUATORIAL",
"DAYANA PEERINA COGO SILVA","702101739455495","70817804234",,"1982-04-23","MARCIA CRISTINA COGO SILVA","110180","2019-11-13","2019-12","1","ATIVO",,,,,"2020-03-27","2019-06-20",,"UNIDADE BASICA DE SAUDE MECEJANA",
"RAIANE MARINHO DE SOUSA","707405012585079","00757239218",,"1990-11-23","MARIA EUNICE MARINHO DE SOUSA","110197","2019-10-08","2019-12","1","ATIVO",,,,,"2020-03-27","2019-06-20",,"UNIDADE BASICA DE SAUDE ARMINDA GOMES",
"MARIET DEL VALLE SANTOYA CEDENO","898005837045505",,,"1987-07-17","MARINA CEDENO","110252","2019-06-28","2019-12","1","ATIVO",,,,,"2019-11-20","2019-02-13",,"UNIDADE BASICA DE SAUDE PROF MARIANO DE ANDRADE",
"SULIVAN CAVALCANTE PEREIRA","704002331468165","87286521268",,"1986-06-14","MARIA CAVALCANTE PEREIRA","110280","2019-05-09","2019-12","1","ATIVO",,,,,"2019-10-23","2019-01-16",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"SULIVAN CAVALCANTE PEREIRA","704002331468165","87286521268",,"1986-06-14","MARIA CAVALCANTE PEREIRA","110280","2019-04-08","2019-12","1","ATIVO",,,,,"2019-10-23","2019-01-16",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"ADRIANE CAVALCANTE DA SILVA","700908911090391","00417449267","16164849056","1989-01-09","RAIMUNDA ALVES CAVALCANTE","110325","2018-07-27","2019-12","1","ATIVO",,,,,"2019-01-13","2018-04-06",,"UNIDADE BASICA DE SAUDE DR. DALMO SILVA FEITOSA",
"ANA DESIREE DOS REIS RIBEIRO","706404140026987","03361570298",,"1999-01-24","ANALUCE CARDOSO DOS REIS","110326","2019-09-23","2019-12","1","ATIVO",,,,,"2020-04-03","2019-06-26",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"VANESSA DA SILVA ALEXANDRE","708400758751660","00787295213","16532494284","1993-05-16","CAROLINA DA SILVA","110411","2018-07-23","2019-12","1","INATIVO",,,,,"2018-09-02","2017-11-25",,"UNIDADE BASICA DE SAUDE HELIO MACEDO",
"LISMARY ELENA GONZALEZ HERRERA","898005837387392",,,"1996-08-01","BETSAIDA HERRERA","110422","2019-08-05","2019-12","1","ATIVO",,,,,"2020-03-08","2019-06-01",,"UNIDADE BASICA DE SAUDE EDNA BEZERRA DINIZ",
"KAMILA VICTORIA AMURIM DA SILVA","700406351621950","99976552220",,"2002-06-29","GILVANESSA AMURIM BARROS","110477","2018-08-21","2019-12","1","INATIVO",,,,,"2019-03-30","2018-06-23",,"UNIDADE BASICA DE SAUDE PROF MARIANO DE ANDRADE",
"DIANA RODRIGUES BATISTA","702109780917799","66408059287",,"1980-04-23","ENILDA FATIMA RODRIGUES","110507","2019-06-04","2019-12","1","INATIVO",,,,,"2019-07-15","2018-10-08",,"UNIDADE BASICA DE SAUDE BURITIS",
"ERICA DE LIMA CASTRO","706008836225342","54049393204",,"1996-11-18","MARIA SELMA DE LIMA","110514","2019-05-06","2019-12","1","ATIVO",,,,,"2019-10-12","2019-01-05",,"UNIDADE BASICA DE SAUDE HELIO MACEDO",
"ERICA DE LIMA CASTRO","706008836225342","54049393204",,"1996-11-18","MARIA SELMA DE LIMA","110514","2019-08-01","2019-12","1","ATIVO",,,,,"2019-10-12","2019-01-05",,"UNIDADE BASICA DE SAUDE HELIO MACEDO",
"DEBORAH EVELYN CUTRIM DA SILVA","708606509243886","03860499203",,"2001-01-14","MARIA DA CONCEICAO OLIVEIRA CUTRIM","110567","2018-12-17","2019-12","1","ATIVO",,,,,"2019-04-04","2018-06-27",,"UNIDADE BASICA DE SAUDE OLENKA MACELLARO THOME VIEIRA",
"ERIKA VANESA ABACHE FORERO","706205516800465","70658104292",,"1995-10-21","ADALUZ FORERO ITANARE","110574","2019-07-02","2019-12","1","ATIVO",,,,,"2019-12-24","2019-03-17",,"UNIDADE BASICA DE SAUDE PRICUMA",
"ELAINE GOMES PENHALOSA","702001350189988","80087426234",,"1985-12-07","MARIA ELENA GOMES PENHALOSA","110592","2019-08-09","2019-12","1","ATIVO",,,,,"2020-02-12","2019-05-05",,"UNIDADE BASICA DE SAUDE MECEJANA",
"ALINNE SILVA BARCELOS","705008682660259","70126387290",,"1993-12-05","SANDRA MARIA BATISTA DA SILVA","110643","2018-07-25","2019-12","1","ATIVO",,,,,"2019-01-26","2018-04-19",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"ELAINE SILVA E SILVA","706806719129127","01417074299",,"1993-10-29","IRACY SILVA E SILVA","110644","2019-09-20","2019-12","1","ATIVO",,,,,"2020-03-28","2019-06-21",,"UNIDADE BASICA DE SAUDE MECEJANA",
"JESSICA LARINA DE SOUSA SOUSA","706406640456281",,,"1997-01-31","IVANILDE DE SOUSA SOUSA","110651","2018-07-12","2019-12","1","ATIVO",,,,,"2018-10-06","2017-12-30",,"UNIDADE BASICA DE SAUDE PROF MARIANO DE ANDRADE",
"ANDREA APARECIDA RIBEIRO PEREIRA","703000889913578","03777083216",,"1999-02-12","CLAUDIRENE DOS SANTOS RIBEIRO","110666","2018-08-01","2019-12","1","INATIVO",,,,,"2018-08-27","2017-11-20",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"ELECILDA GOVEIA DE ALMEIDA","702703106388360","00256010242",,"1991-09-30","ARTEMIZA GOVEIA DE ALMEIDA","110697","2018-07-13","2019-12","1","ATIVO",,,,,"2019-01-06","2018-03-30",,"UNIDADE BASICA DE SAUDE ARMINDA GOMES",
"ALESSANDRA NEVES DE ABREU VIEIRA","703308261275910","02200224290",,"1994-05-24","GIZELY NEVES CASCAES","110748","2018-08-30","2019-12","1","ATIVO",,,,,"2019-02-17","2018-05-10",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"ELIEZIA PEREIRA DA SILVA","704200280359581","02821112203","21273447028","1995-03-02","MARIA JOSE SOUSA SILVA","110819","2018-09-11","2019-12","1","ATIVO",,,,,"2018-10-10","2018-01-03",,"UNIDADE BASICA DE SAUDE MECEJANA",
"IRAMAR DE SOUSA COSTA","703501058174430","78561892315",,"1977-01-23","CREOMAR DE SOUSA COSTA","110828","2019-05-17","2019-12","1","ATIVO",,,,,"2019-12-20","2019-03-13",,"UNIDADE BASICA DE SAUDE HELIO MACEDO",
"IRAMAR DE SOUSA COSTA","703501058174430","78561892315",,"1977-01-23","CREOMAR DE SOUSA COSTA","110828","2019-04-22","2019-12","1","ATIVO",,,,,"2019-12-20","2019-03-13",,"UNIDADE BASICA DE SAUDE HELIO MACEDO",
"YARUBY DEL VALLE MARCANO ROMERO","708208186351343","70480293236",,"1983-05-22","CARMEN ARCADIA ROMERO DE MARCANO","110855","2019-05-07","2019-12","1","ATIVO",,,,,"2019-11-20","2019-02-13",,"UNIDADE BASICA DE SAUDE 31 DE MARCO",
"YARUBY DEL VALLE MARCANO ROMERO","708208186351343","70480293236",,"1983-05-22","CARMEN ARCADIA ROMERO DE MARCANO","110855","2019-08-06","2019-12","1","ATIVO",,,,,"2019-11-20","2019-02-13",,"UNIDADE BASICA DE SAUDE 31 DE MARCO",
"JOELMA FERREIRA DA COSTA","705009671015552","02573992241","16189114238","1994-05-02","RAIMUNDA HORTENCIA FARIAS FERREIRA","110864","2018-07-17","2019-12","1","ATIVO",,,,,"2018-09-12","2017-12-05",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"BEATRIZ BRITO","898002235838954","06150568229",,"2002-05-07","PATRICIA NOGUEIRA DE BRITO","110866","2018-07-11","2019-12","1","ATIVO",,,,,"2018-08-08","2017-11-01",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"BEATRIZ BRITO","898002235838954","06150568229",,"2002-05-07","PATRICIA NOGUEIRA DE BRITO","110866","2018-07-11","2019-12","1","ATIVO",,,,,"2018-08-08","2017-11-01",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"BEATRIZ BRITO","898002235838954","06150568229",,"2002-05-07","PATRICIA NOGUEIRA DE BRITO","110866","2018-07-11","2019-12","1","ATIVO",,,,,"2018-08-08","2017-11-01",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"JASMIRA DEL VALLE MARQUEZ LOROIMA","702803149440169","70571047238",,"1995-02-18","MILAGROS DEL VALLE LOROIMA GUERRA","110881","2018-11-30","2019-12","1","ATIVO",,,,,"2019-06-30","2018-09-23",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"MACELA DUARTE DE SOUZA","703600040544633","04227241227",,"2000-07-12","TEREZINHA DUARTE DE LIMA","110884","2019-08-28","2019-12","1","ATIVO",,,,,"2020-03-11","2019-06-04",,"UNIDADE BASICA DE SAUDE RAIAR DO SOL",
"EVA VILMA PEREIRA GOMES","700108915004411","82434026249","21203288036","1981-11-12","EVA DA SILVA PEREIRA","110903","2018-07-13","2019-12","1","ATIVO",,,,,"2018-08-14","2017-11-07",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"EVA VILMA PEREIRA GOMES","700108915004411","82434026249","21203288036","1981-11-12","EVA DA SILVA PEREIRA","110903","2018-07-13","2019-12","1","ATIVO",,,,,"2018-08-14","2017-11-07",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"JOELANY SILVA LEITE","707606289102296","00413426238",,"1991-02-16","SUELEIDE SILVA LEITE","110925","2018-07-11","2019-12","1","ATIVO",,,,,"2018-09-12","2017-12-05",,"UNIDADE BASICA DE SAUDE DR. DALMO SILVA FEITOSA",
"JOELANY SILVA LEITE","707606289102296","00413426238",,"1991-02-16","SUELEIDE SILVA LEITE","110925","2018-07-11","2019-12","1","ATIVO",,,,,"2018-09-12","2017-12-05",,"UNIDADE BASICA DE SAUDE DR. DALMO SILVA FEITOSA",
"DALINA DE SOUZA REINEHR","706804771763328","86660560297",,"1985-12-26","AMELIA MARIA DE SOUZA","110938","2019-09-24","2019-12","1","ATIVO",,,,,"2020-05-24","2019-08-17",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"ELIONELY JOSEFINA BAEZ TOVAR","898005836617637",,,"1995-07-05","LAURA JOSE","110960","2018-10-31","2019-12","1","ATIVO",,,,,"2019-06-16","2018-09-09",,"UNIDADE BASICA DE SAUDE TANCREDO NEVES",
"SIMONE DE SOUSA OLIVEIRA","708607028689780","87920263204","16654676131","1984-11-05","FRANCISCA JOAQUINA DE SOUSA OLIVEIRA","111005","2018-07-20","2019-12","1","ATIVO",,,,,"2019-05-22","2018-08-15",,"UNIDADE BASICA DE SAUDE CINTURAO VERDE",
"DEBORA NASCIMENTO PEREIRA","708500336259374","96470895204",,"1988-01-25","ALDENICE NASCIMENTO ABREU","111012","2019-03-18","2019-12","1","ATIVO",,,,,"2019-10-21","2019-01-14",,"UNIDADE BASICA DE SAUDE OLENKA MACELLARO THOME VIEIRA",
"DEBORA NASCIMENTO PEREIRA","708500336259374","96470895204",,"1988-01-25","ALDENICE NASCIMENTO ABREU","111012","2019-06-04","2019-12","1","ATIVO",,,,,"2019-10-21","2019-01-14",,"UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA",
"THALITA DA SILVA DUARTE","700904980074495","04397333246",,"2000-03-06","JANETE JOSE DA SILVA","111019","2019-08-13","2019-12","1","ATIVO",,,,,"2019-11-04","2019-01-28",,"UNIDADE BASICA DE SAUDE RAIAR DO SOL",
"CLARISSA DOS SANTOS LIMA","700207401330221","04885676290","16394337472","2001-07-09","FABRICIA SILVA DOS SANTOS","111027","2018-11-13","2019-12","1","ATIVO",,,,,"2019-06-28","2018-09-21",,"UNIDADE BASICA DE SAUDE TANCREDO NEVES",
"CLARISSA DOS SANTOS LIMA","700207401330221","04885676290","16394337472","2001-07-09","FABRICIA SILVA DOS SANTOS","111027","2019-05-14","2019-12","1","ATIVO",,,,,"2019-06-28","2018-09-21",,"UNIDADE BASICA DE SAUDE DR. DIMITRI RAMOS GRANDEZ DE ARAUJO",
"RODINEZIA DA SILVA ALVES","700007958211400","53937260234",,"1996-07-11","PATRICIA DA SILVA","111063","2018-09-05","2019-12","1","INATIVO",,,,,"2018-09-24","2017-12-17",,"UNIDADE BASICA DE SAUDE DELIO TUPINAMBA",
"ELENILDE SOARES DE MORAIS","702107749083294","00928477223","20326862786","1996-11-21","MARIA IRANILDE LOBATO SOARES","111190","2019-04-25","2019-12","1","ATIVO",,,,,"2019-10-15","2019-01-08",,"UNIDADE BASICA DE SAUDE DELIO TUPINAMBA",
"TAINARA DOS SANTOS PINHEIRO","898005156399462",,,"2001-12-18","ELOIDE FERREIRA DE MORAIS DOS SANTOS","111200","2018-08-09","2019-12","1","ATIVO",,,,,"2019-03-23","2018-06-16",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"EVERY LEIDY QUIJADA FARIAS","898005124819105","70473835223",,"1988-10-31","CECILIA ZULAY FARIAS VILLARROEL","111201","2018-07-19","2019-12","1","ATIVO",,,,,"2018-09-13","2017-12-06",,"UNIDADE BASICA DE SAUDE DR. DIMITRI RAMOS GRANDEZ DE ARAUJO",
"EVERY LEIDY QUIJADA FARIAS","898005124819105","70473835223",,"1988-10-31","CECILIA ZULAY FARIAS VILLARROEL","111201","2018-07-19","2019-12","1","ATIVO",,,,,"2018-09-13","2017-12-06",,"UNIDADE BASICA DE SAUDE DR. DIMITRI RAMOS GRANDEZ DE ARAUJO",
"ANA FLAVIA FRANCA CUNHA","704806024087349","03767316218",,"1996-03-14","MARIA DE FATIMA BONIFACIO DE FRANCA","111212","2018-11-21","2019-12","1","ATIVO",,,,,"2019-05-12","2018-08-05",,"UNIDADE BASICA DE SAUDE HELIO MACEDO",
"ANA FLAVIA FRANCA CUNHA","704806024087349","03767316218",,"1996-03-14","MARIA DE FATIMA BONIFACIO DE FRANCA","111212","2019-10-23","2019-12","1","ATIVO",,,,,"2019-05-12","2018-08-05",,"UNIDADE BASICA DE SAUDE HELIO MACEDO",
"DIGNA YURISMAR VENTA ORTEGA","898005832863455",,,"1998-03-02","ANA ROSA ORTEGA","111235","2019-01-04","2019-12","1","ATIVO",,,,,"2019-05-03","2018-07-27",,"UNIDADE BASICA DE SAUDE IONE SANTIAGO",
"LUCIVANE DE JESUS CUNHA","700005121028304","97489778204",,"1989-05-15","MARIA DE JESUS CUNHA","111270","2019-04-30","2019-12","1","ATIVO",,,,,"2019-10-30","2019-01-23",,"UNIDADE BASICA DE SAUDE EQUATORIAL",
"LUCIVANE DE JESUS CUNHA","700005121028304","97489778204",,"1989-05-15","MARIA DE JESUS CUNHA","111270","2019-05-23","2019-12","1","ATIVO",,,,,"2019-10-30","2019-01-23",,"UNIDADE BASICA DE SAUDE DR. DIMITRI RAMOS GRANDEZ DE ARAUJO",
"FABIANA ALMEIDA DAS CHAGAS","706801221575429","52440842249",,"1981-09-20","FRANCISCA ALMEIDA DAS CHAGAS","111320","2019-03-11","2019-12","1","ATIVO",,,,,"2019-09-17","2018-12-10",,"UNIDADE BASICA DE SAUDE 13 DE SETEMBRO",
"RAIZA SARON SILVA DE SOUZA","708004882001322","00912511257",,"1990-09-06","OCEANIRA ALFAIA DE SOUZA","111346","2018-07-16","2019-12","1","ATIVO",,,,,"2018-08-24","2017-11-17",,"UNIDADE BASICA DE SAUDE DR. DALMO SILVA FEITOSA",
"GISELLE RIBEIRO SOUZA","706905195882830","71938834291",,"1982-09-22","ROSEANE RIBEIRO LEITAO","111355","2019-05-16","2019-12","1","INATIVO",,,,,"2019-12-02","2019-02-23",,"UNIDADE BASICA DE SAUDE DR SILVIO LEITE",
"MAYRA LIMA BARROS MACENA","700706947982780","00644002204",,"1990-02-26","ANTONIA LIMA BARROS","111358","2019-05-31","2019-12","1","ATIVO",,,,,"2020-02-08","2019-05-01",,"UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA",
"HELEN LUCIANA DA SILVA CARVALHO","700608487558665","03290110222","20449753888","1992-03-23","HELOISA CORREIA DA SILVA","111374","2019-10-21","2019-12","1","ATIVO",,,,,"2020-02-22","2019-05-15",,"UNIDADE BASICA DE SAUDE ARMINDA GOMES",
"MARIA LILA ANGELICA CEDIEUX ROBERT","700702957512678","88005437072",,"1990-10-23","IRACIA ROBERT","111425","2018-07-04","2019-12","1","ATIVO",,,,,"2018-07-30","2017-10-23",,"UNIDADE BASICA DE SAUDE MECEJANA",
"MARIA LILA ANGELICA CEDIEUX ROBERT","700702957512678","88005437072",,"1990-10-23","IRACIA ROBERT","111425","2019-09-23","2019-12","1","ATIVO",,,,,"2018-07-30","2017-10-23",,"UNIDADE BASICA DE SAUDE LIBERDADE",
"ALEXANDRA SOUSA DA SILVA","708403783385969","92772960200","20449680627","1994-12-10","ROSENI SILVA SOUSA","111430","2018-07-31","2019-12","1","ATIVO",,,,,"2018-09-25","2017-12-18",,"UNIDADE BASICA DE SAUDE TANCREDO NEVES",
"JANNAIRA GUIMARAES OLIVEIRA","703103856291960","91617995215",,"1988-11-21","LADI GUIMARAES DE MEDEIROS","111449","2019-05-10","2019-12","1","ATIVO",,,,,"2019-12-22","2019-03-15",,"UNIDADE BASICA DE SAUDE TANCREDO NEVES",
"JANNAIRA GUIMARAES OLIVEIRA","703103856291960","91617995215",,"1988-11-21","LADI GUIMARAES DE MEDEIROS","111449","2019-11-26","2019-12","1","ATIVO",,,,,"2019-12-22","2019-03-15",,"UNIDADE BASICA DE SAUDE TANCREDO NEVES",
"THAIS PEREIRA DA SILVA","706806151911330","05566467202","16619717692","1996-07-29","CELIA PEREIRA DA COSTA","111461","2018-07-23","2019-12","1","ATIVO",,,,,"2018-09-08","2017-12-01",,"UNIDADE BASICA DE SAUDE HELIO MACEDO",
"AURIANE NASCIMENTO DE SOUSA","700409442320441","04658117282","21203130475","2000-02-09","AURIMAR NASCIMENTO FAUSTINO","111496","2019-06-13","2019-12","1","ATIVO",,,,,"2019-11-17","2019-02-10",,"UNIDADE BASICA DE SAUDE DR. DIMITRI RAMOS GRANDEZ DE ARAUJO",
