"NOME","CNS","CPF","PIS","DATA_NASCIMENTO","NOME_MAE","ID_ORIGEM","DATA_EVENTO","COMPETENCIA","ID_EVENTO_ORIGEM","STATUS","DATA_INATIVACAO","GESTACAO","PESO","ALTURA","DUM","DPP","SEMANA_GESTACIONAL","LOCAL","PROFISSIONAL"
"CASSIA HIANNY DA SILVA","705009463392551","05436719252","16503764104","2000-12-17","ELIZA DA SILVA","69191","2019-11-13","2019-12","2","ATIVO",,"2",,,,,,,
"FRANCILENE MENDES PEREIRA","706400160410681","00692170251","12646982668","1990-05-14","MARIA DE LURDES MENDES PEREIRA","69201","2018-08-02","2019-12","2","ATIVO",,"3",,,,,,,
"DANIELI PIRES DE CASTRO ALBUQUERQUE","708806757730610","03094958222",,"1996-01-24","MARIA ELENA PIRES DE CASTRO ALBUQUERQUE","69236","2018-10-16","2019-12","2","INATIVO",,"1",,,,,,,
"DANIELI PIRES DE CASTRO ALBUQUERQUE","708806757730610","03094958222",,"1996-01-24","MARIA ELENA PIRES DE CASTRO ALBUQUERQUE","69236","2019-08-21","2019-12","2","INATIVO",,"1",,,,,,,
"EDMARA DO NASCIMENTO SILVA","705003223822254","53156560200",,"1990-01-17","EDNA MARIA DO NASCIMENTO SILVA","69313","2019-07-30","2019-12","2","ATIVO",,"2",,,,,,,
"YEICERICH DEL VALLE PLAZA GOMEZ","898005815475582","70611714213",,"1993-09-22","LUZMILA GOMEZ DE PLAZA","69360","2018-07-04","2019-12","2","ATIVO",,"3",,,,,,,
"ELIDA DA SILVA OLIVEIRA","700000749215601","01177417286","21276642115","1991-12-01","CLEOMAR FERREIRA DA SILVA","69361","2019-07-11","2019-12","2","ATIVO",,"1",,,,,,,
"PAOLLA ADRILLYN SOUZA DA SILVA","708707109363698","03845023260",,"1999-07-07","CLEICIANE MAGALHAES DE SOUZA","69437","2019-10-24","2019-12","2","ATIVO",,"1",,,,,,,
"EDILMA ALVES DA SILVA","702104718008093","86646788200","21230968468","1983-03-24","MARIA DO SOCORRO ALVES DA SILVA","69438","2019-02-07","2019-12","2","ATIVO",,"1",,,,,,,
"YASMIN DE SOUZA LIMA","707807626208018","02140072278",,"1994-01-31","IVONICE DE SOUZA LIMA","69515","2018-07-20","2019-12","2","INATIVO",,"2",,,,,,,
"ANDREZA BRASIL DA SILVA","898004861850446","04463682290","21239797186","1998-11-02","ROSINEIDE PEREIRA DA SILVA","69560","2019-04-26","2019-12","2","ATIVO",,"2",,,,,,,
"VITORIA GOMES CARVALHO","708603572109285","05489994223",,"2002-06-01","CLAUDIA GOMES SILVA","69595","2018-07-05","2019-12","2","ATIVO",,"1",,,,,,,
"VITORIA GOMES CARVALHO","708603572109285","05489994223",,"2002-06-01","CLAUDIA GOMES SILVA","69595","2018-07-05","2019-12","2","ATIVO",,"3",,,,,,,
"VITORIA GOMES CARVALHO","708603572109285","05489994223",,"2002-06-01","CLAUDIA GOMES SILVA","69595","2018-07-05","2019-12","2","ATIVO",,"2",,,,,,,
"VITORIA GOMES CARVALHO","708603572109285","05489994223",,"2002-06-01","CLAUDIA GOMES SILVA","69595","2018-07-12","2019-12","2","ATIVO",,"1",,,,,,,
"VITORIA GOMES CARVALHO","708603572109285","05489994223",,"2002-06-01","CLAUDIA GOMES SILVA","69595","2018-07-19","2019-12","2","ATIVO",,"1",,,,,,,
"VITORIA GOMES CARVALHO","708603572109285","05489994223",,"2002-06-01","CLAUDIA GOMES SILVA","69595","2018-07-19","2019-12","2","ATIVO",,"2",,,,,,,
"VITORIA GOMES CARVALHO","708603572109285","05489994223",,"2002-06-01","CLAUDIA GOMES SILVA","69595","2019-11-28","2019-12","2","ATIVO",,"3",,,,,,,
"MAXCINE EMELINDA ANDREW","706706575298718","70314040293",,"1994-04-13","ANTONIA EDWIN","69659","2018-08-07","2019-12","2","ATIVO",,"2",,,,,,,
"LOREENA EVELYN FRANCISCO","898005153441824",,,"1992-02-10","JENNIFER FRANCISCO","69741","2018-07-06","2019-12","2","ATIVO",,"1",,,,,,,
"EDILANIA BRAGA DE SOUZA","706001896218842","00630589283","12645385666","1986-11-20","JOSELANDIA BRAGA","69769","2018-07-20","2019-12","2","ATIVO",,"3",,,,,,,
"CARLA ADRIANA MACHADO PORTES","700502375695852","02097425003",,"1986-09-17","VERCELINA MACHADO PORTES","69771","2018-07-05","2019-12","2","INATIVO",,"2",,,,,,,
"KARLA JHOANA OLIVEIRA SABINO","700502530475857","00560755295",,"1992-06-23","REGIANA MENDONCA OLIVEIRA","69821","2018-07-17","2019-12","2","ATIVO",,"3",,,,,,,
"LUANA BRANCO DA SILVA","704203714662281","99210185234",,"1988-09-28","OLGA DA SILVA CAMPOS","69823","2019-10-02","2019-12","2","ATIVO",,"3",,,,,,,
"ILNARA TANARA AGUIAR DE SOUZA","700003516237702","50880284234",,"1985-11-17","ALCINORA DOS SANTOS AGUIAR","69841","2019-02-06","2019-12","2","INATIVO",,"2",,,,,,,
"ILNARA TANARA AGUIAR DE SOUZA","700003516237702","50880284234",,"1985-11-17","ALCINORA DOS SANTOS AGUIAR","69841","2019-11-25","2019-12","2","INATIVO",,"1",,,,,,,
"SUANAM LOURENCO DE QUEIROZ","709004878283619","03397569265",,"1997-04-06","MARA JOSE LOURENCO DE QUEIROZ","69910","2019-03-14","2019-12","2","ATIVO",,"3",,,,,,,
"SUANAM LOURENCO DE QUEIROZ","709004878283619","03397569265",,"1997-04-06","MARA JOSE LOURENCO DE QUEIROZ","69910","2019-05-16","2019-12","2","ATIVO",,"2",,,,,,,
"GILCILENE MENDONCA DA COSTA","700400936254344","03214325256",,"1995-07-20","GRACILENE BARROSO MENDONCA","69947","2019-02-28","2019-12","2","INATIVO",,"1",,,,,,,
"GILCILENE MENDONCA DA COSTA","700400936254344","03214325256",,"1995-07-20","GRACILENE BARROSO MENDONCA","69947","2019-06-27","2019-12","2","INATIVO",,"3",,,,,,,
"LYNARA RAQUEL BATISTA THOMAZ","709603678479874","03822612243",,"1998-07-01","JEANE DE SOUZA BATISTA","69957","2018-08-29","2019-12","2","INATIVO",,"3",,,,,,,
"ANA BEATRIZ RODRIGUES DE MOURA","702807663238366",,"21229728661","2003-10-13","ROSICLEIA RODRIGUES DA CONCEICAO","69958","2019-02-08","2019-12","2","INATIVO",,"1",,,,,,,
"ANA BEATRIZ RODRIGUES DE MOURA","702807663238366",,"21229728661","2003-10-13","ROSICLEIA RODRIGUES DA CONCEICAO","69958","2019-06-06","2019-12","2","INATIVO",,"1",,,,,,,
"EDICLEIA AIRES PEREIRA","704101199706171","83563180253",,"1981-09-27","ARGEMIRA AIRES PEREIRA","69998","2019-10-03","2019-12","2","ATIVO",,"2",,,,,,,
"LUCENILDE DE MACEDO E SILVA","700800429211780","74964038220",,"1980-06-25","ENILDE DE MACEDO E SILVA","70034","2018-11-07","2019-12","2","ATIVO",,"1",,,,,,,
"KARLA TAYNA DA SILVA SOUZA","702107777632396","00481989277",,"1989-02-10","DAMIANA DA SILVA PONTES","70035","2019-11-11","2019-12","2","ATIVO",,"3",,,,,,,
"KEROLAYNE DO CARMO LIMA","704003853234361","03977589288",,"1999-10-27","SILVIA DO CARMO RAMOS","70092","2018-08-23","2019-12","2","INATIVO",,"1",,,,,,,
"SARAH VITORIA MEIRELES DUARTE","705009066111351","03765062294","16670876565","2001-12-11","ELESSANDRA MEIRELES DO CARMO","70098","2018-08-21","2019-12","2","INATIVO",,"2",,,,,,,
"ILZA DAS DORES PEREIRA","700400418581747","86670000278","16284745630","1984-09-17","MARIA LUIZA PEREIRA","70130","2019-01-11","2019-12","2","ATIVO",,"2",,,,,,,
"ILZA DAS DORES PEREIRA","700400418581747","86670000278","16284745630","1984-09-17","MARIA LUIZA PEREIRA","70130","2019-01-11","2019-12","2","ATIVO",,"1",,,,,,,
"KESIA GERLIANE CAMPOS DA SILVA","700603923453263","03370484285","20173605596","1999-04-10","ODILANDIA DA COSTA CAMPOS","70233","2018-10-30","2019-12","2","ATIVO",,"1",,,,,,,
"DJEANE PEREIRA DOS REIS COSTA","701803290087471","06347515229",,"2002-01-29","KARINA PEREIRA DOS REIS","70289","2019-06-05","2019-12","2","ATIVO",,"2",,,,,,,
"HINAIMA SILVA DOS SANTOS","700509721808652","02254558200","16142946652","1995-01-25","MARIA ARLETE DA SILVA","70303","2019-09-24","2019-12","2","ATIVO",,"3",,,,,,,
"AIUME DA SILVA ARAGAO","700509114306557","01491320265",,"1990-06-01","SUELI GOMES DA SILVA","70476","2019-05-14","2019-12","2","ATIVO",,"2",,,,,,,
"KEILA KATHERINE AURELA PIRELA","705000055795353","70564368202",,"1981-12-14","ALTAMIRA PIRELA GONZALEZ","70479","2019-03-22","2019-12","2","INATIVO",,"3",,,,,,,
"KEILA KATHERINE AURELA PIRELA","705000055795353","70564368202",,"1981-12-14","ALTAMIRA PIRELA GONZALEZ","70479","2019-03-22","2019-12","2","INATIVO",,"2",,,,,,,
"KEILA KATHERINE AURELA PIRELA","705000055795353","70564368202",,"1981-12-14","ALTAMIRA PIRELA GONZALEZ","70479","2019-06-14","2019-12","2","INATIVO",,"2",,,,,,,
"MARIA JOSE DE JESUS PAIVA","708901767489112","00952302209",,"1991-04-29","TEREZINHA DE JESUS PAIVA","70487","2019-08-27","2019-12","2","ATIVO",,"1",,,,,,,
"SANDRA MARIA PEREIRA DE ALBUQUERQUE","706402674608080","79190642287","12607285668","1984-05-17","MARIA DO CARMO PEREIRA DE ALBUQUERQUE","70502","2019-05-07","2019-12","2","ATIVO",,"3",,,,,,,
"SANDRA MARIA PEREIRA DE ALBUQUERQUE","706402674608080","79190642287","12607285668","1984-05-17","MARIA DO CARMO PEREIRA DE ALBUQUERQUE","70502","2019-05-16","2019-12","2","ATIVO",,"3",,,,,,,
"IVETE MANOEL DA SILVA","700005461229101","92667953215","16322547667","1990-10-20","MARTA DA SILVA","70515","2019-09-11","2019-12","2","ATIVO",,"1",,,,,,,
"ALESSANDRA ALVES DA SILVA","704501355824810","54184150268",,"1995-07-09","LUCILEYDE ALVES PINHEIRO","70523","2018-07-27","2019-12","2","ATIVO",,"3",,,,,,,
"TATIANE CAETANO DA SILVA","706208010232868","01461228280","16607455736","1991-08-19","DIANA CAETANO","70527","2018-08-09","2019-12","2","ATIVO",,"3",,,,,,,
"RAFAELA DA SILVA QUEIROZ","704600787626130","00302652230","16667577684","1989-04-01","LEONETE MOREIRA DA SILVA","70533","2018-08-13","2019-12","2","INATIVO",,"3",,,,,,,
"KELLY CANINANA E SILVA","706807705830023","02963683260","23626816555","1992-01-20","ARLETE CANINANA DA COSTA","70542","2018-12-12","2019-12","2","INATIVO",,"2",,,,,,,
"ALINE DE OLIVEIRA NOGUEIRA","704809577327443","00570882257",,"1994-02-01","MARIA DO SOCORRO DE OLIVEIRA NOGUEIRA","70570","2018-09-27","2019-12","2","INATIVO",,"1",,,,,,,
"ALINE DE OLIVEIRA NOGUEIRA","704809577327443","00570882257",,"1994-02-01","MARIA DO SOCORRO DE OLIVEIRA NOGUEIRA","70570","2019-11-18","2019-12","2","INATIVO",,"1",,,,,,,
"LUCIANA DE ARAUJO SOUSA","705007488279455","76682196253","12602331661","1983-12-08","ZILDA MARIA DE ARAUJO SOUSA","70702","2018-08-01","2019-12","2","ATIVO",,"3",,,,,,,
"YERANNY YOSELYN CARRENO GONZALEZ","700407382558550","70599182210",,"1992-09-30","ISABEL DEL CARMEN GONZALEZ","70717","2018-10-31","2019-12","2","INATIVO",,"2",,,,,,,
"YERANNY YOSELYN CARRENO GONZALEZ","700407382558550","70599182210",,"1992-09-30","ISABEL DEL CARMEN GONZALEZ","70717","2019-06-13","2019-12","2","INATIVO",,"2",,,,,,,
"CAROLINE LIMA DOS SANTOS","705008672442852","54383331220",,"1998-10-14","LUCIA MARIA SOUZA LIMA","70718","2018-11-22","2019-12","2","ATIVO",,"3",,,,,,,
"IARA DA CONCEICAO PEREIRA DA SILVA","709804023548996","60452479304","20326860937","1999-04-04","ANTONIA DA CONCEICAO SILVA DE LIMA","70743","2019-10-09","2019-12","2","ATIVO",,"1",,,,,,,
"SAMELA MIZARD MINEIRO DA SILVA","704602773098430","03991479265","16640198038","2001-02-08","MARIA VALCIRENE MINEIRO","70784","2019-03-12","2019-12","2","ATIVO",,"2",,,,,,,
"SAMELA MIZARD MINEIRO DA SILVA","704602773098430","03991479265","16640198038","2001-02-08","MARIA VALCIRENE MINEIRO","70784","2019-03-12","2019-12","2","ATIVO",,"2",,,,,,,
"FILOMENA ANDRADE SOARES NETA","702305131017414","71935177249","12611260666","1983-06-03","LUIZA GOMES SOARES","70801","2019-02-15","2019-12","2","INATIVO",,"3",,,,,,,
"MARCIA SANTANA DIOGO","708606029714087","00478271220",,"1991-09-10","MARIA JOSE PEREIRA","70811","2018-08-13","2019-12","2","ATIVO",,"2",,,,,,,
"SONILDA DOS SANTOS DE JESUS","700505105633954","87689359272",,"1987-03-21","SONIA MARIA MORAIS DOS SANTOS","70838","2019-05-31","2019-12","2","ATIVO",,"3",,,,,,,
"YANNA CLAUDIA DA SILVA TABOSA","700404971281747","89229797200","23683661956","1992-04-02","EUNICE LIMA DA SILVA","70844","2019-02-11","2019-12","2","INATIVO",,"1",,,,,,,
"FABIANA RODRIGUES DOS SANTOS","700506766242256","00763358282",,"1990-06-17","ERENILCE FERREIRA VIANA","70851","2019-01-28","2019-12","2","ATIVO",,"3",,,,,,,
"KERIA CRISTINA GOMES FERNANDES","706204590748462","02792197250",,"1996-10-28","ERICA CRISTINA GOMES","70938","2019-11-13","2019-12","2","ATIVO",,"2",,,,,,,
"ALESSANDRA DE OLIVEIRA AZEVEDO","708400247297360","04711274260",,"1998-12-01","ROCICLEIDE DE OLIVEIRA SOUZA","70942","2018-08-27","2019-12","2","ATIVO",,"1",,,,,,,
"ARMENICA MATA FUENTES","898005818010939","70788716263",,"1998-05-19","AMARILYS DEL VALLE","70977","2019-11-14","2019-12","2","ATIVO",,"2",,,,,,,
"MARIANA PRISCILA BARBOSA CARNEIRO","708403277364867","89372549215","20173588713","1988-05-23","MARIA DE JESUS BARBOSA CARNEIRO","71021","2018-11-12","2019-12","2","ATIVO",,"2",,,,,,,
"MARIA RENILDA CARVALHO GOMES","705003233501256","97559865291",,"1993-01-26","MARINETE CARVALHO GOMES","71061","2019-04-23","2019-12","2","INATIVO",,"1",,,,,,,
"MARIA RENILDA CARVALHO GOMES","705003233501256","97559865291",,"1993-01-26","MARINETE CARVALHO GOMES","71061","2019-05-09","2019-12","2","INATIVO",,"2",,,,,,,
"REJANE BENEDITA DA SILVA","706805282533525","03258224250",,"1996-06-22","PATRICIA DA SILVA","71082","2019-05-21","2019-12","2","ATIVO",,"3",,,,,,,
"STEFANIE PEREIRA NASCIMENTO","706108569935660","06029276255","16285282898","2004-01-13","EDILENE PEREIRA DE SENA","71104","2018-08-22","2019-12","2","INATIVO",,"1",,,,,,,
"NELLY AGATHA SIQUEIRA PIO","700706942020670","96426217204","16673314959","1986-08-24","ESTELA SIQUEIRA PIO","71133","2019-05-09","2019-12","2","ATIVO",,"2",,,,,,,
"NELLY AGATHA SIQUEIRA PIO","700706942020670","96426217204","16673314959","1986-08-24","ESTELA SIQUEIRA PIO","71133","2019-02-04","2019-12","2","ATIVO",,"1",,,,,,,
"FRANCINETE FREIRE MORAES","706008820902641","00661373304","20951961084","1984-02-20","MAURINA SANTOS FREIRE MORAES","71207","2019-08-26","2019-12","2","ATIVO",,"2",,,,,,,
"GLEICIANE FRANCISCO DE ARAUJO DOS SANTOS","700000642415603",,,"1995-07-14","MARIA FRANCISCO DE ARAUJO DOS SANTOS","71269","2018-10-11","2019-12","2","ATIVO",,"3",,,,,,,
"ROSANGELA RODRIGUES SANTOS","700604983420664","03381808265",,"2000-07-22","LUCIENE MENDES RODRIGUES","71303","2019-10-04","2019-12","2","ATIVO",,"3",,,,,,,
"ALESSANDRA TEODORO PEREIRA","704808021230940","96532270253","16142925795","1989-01-12","MARIA TEODORO PEREIRA","71314","2019-01-14","2019-12","2","ATIVO",,"1",,,,,,,
"LETICIA DA SILVA SOBRAL","703009865217774","06495825277","16441384141","2000-05-30","ANA MARIA DA SILVA","71348","2019-05-22","2019-12","2","ATIVO",,"3",,,,,,,
"EDUARDA DO ESPIRITO SANTOS","702104710401594","03772514294",,"1996-10-10","IRACILDA DO ESPIRITO SANTOS","71384","2019-02-08","2019-12","2","ATIVO",,"2",,,,,,,
"EVANEIDE GOMES ALMEIDA","700007919400001","54121825268",,"1990-06-28","JOSEFA GOMES","71418","2019-10-17","2019-12","2","ATIVO",,"1",,,,,,,
"ELIZAMAR DE MACEDO E SILVA","704502385735515","87293072287","12611135667","1986-10-17","ENILDE DE MACEDO E SILVA","71421","2019-06-04","2019-12","2","ATIVO",,"1",,,,,,,
"ELANIA GOMES DOS SANTOS","700402464565343","44645627287",,"1973-07-24","MARIA GOMES DOS SANTOS","71436","2019-01-24","2019-12","2","ATIVO",,"2",,,,,,,
"JOICIANE SOARES DA SILVA","700804464616485","03781762262",,"1999-02-16","RAIMUNDA FERREIRA SOARES","71467","2019-08-13","2019-12","2","ATIVO",,"2",,,,,,,
"MARIA HELENA RUFINO MOOJEN","704508370005813","06189285295",,"2001-07-25","VERA DE FATIMA RUFINO","71468","2018-09-14","2019-12","2","INATIVO",,"3",,,,,,,
"MARIA HELENA RUFINO MOOJEN","704508370005813","06189285295",,"2001-07-25","VERA DE FATIMA RUFINO","71468","2019-05-31","2019-12","2","INATIVO",,"1",,,,,,,
"IVANETH COLARES DE SOUZA","703504021565730","03851382293","16257983879","1998-07-06","LIZONEIDE DE OLIVEIRA COLARES","71547","2018-12-14","2019-12","2","INATIVO",,"3",,,,,,,
"IVANETH COLARES DE SOUZA","703504021565730","03851382293","16257983879","1998-07-06","LIZONEIDE DE OLIVEIRA COLARES","71547","2019-10-23","2019-12","2","INATIVO",,"2",,,,,,,
"ELIETE FERREIRA DE SOUSA CARVALHO","700503797261152","92058116291",,"1985-05-06","MARIA MARTINS DE SOUSA CARVALHO","71558","2018-07-26","2019-12","2","INATIVO",,"3",,,,,,,
"IARA SOUZA ALMEIDA","704807010990344","00615325254",,"1998-05-27","ROBERLICE DE SOUZA","71600","2018-07-23","2019-12","2","ATIVO",,"2",,,,,,,
"MARLENE RODRIGUES DE SOUSA SILVA","705007814518453","02818635390",,"1987-06-21","MARILENE RODRIGUES DE SOUSA SILVA","71605","2019-08-13","2019-12","2","ATIVO",,"1",,,,,,,
"ANA PAULA CORREA VALE","700509944018554","01013694252",,"1992-06-29","IZABEL SANTOS CORREA","71706","2019-07-26","2019-12","2","ATIVO",,"1",,,,,,,
"LUANA ESTEYSSE VIEIRA MESQUITA","704001851454265","01370023278","23649760084","1992-07-09","ALESSANDRA CAPIM MORAES","71747","2019-11-13","2019-12","2","ATIVO",,"2",,,,,,,
"FATIMA JHENIF SILVA MOURA","708004880027529","01200794290",,"1993-09-17","LUCILENE ANDRE DA SILVA","71800","2019-05-03","2019-12","2","INATIVO",,"2",,,,,,,
"FATIMA JHENIF SILVA MOURA","708004880027529","01200794290",,"1993-09-17","LUCILENE ANDRE DA SILVA","71800","2019-06-07","2019-12","2","INATIVO",,"3",,,,,,,
"LEILA MARIA DA SILVA CUNHA","706007354447947","73649074249",,"1981-02-07","MARIA LUISA DA SILVA CUNHA","71904","2018-07-18","2019-12","2","INATIVO",,"1",,,,,,,
"LEILA MARIA DA SILVA CUNHA","706007354447947","73649074249",,"1981-02-07","MARIA LUISA DA SILVA CUNHA","71904","2018-07-18","2019-12","2","INATIVO",,"3",,,,,,,
"LEILA MARIA DA SILVA CUNHA","706007354447947","73649074249",,"1981-02-07","MARIA LUISA DA SILVA CUNHA","71904","2018-07-18","2019-12","2","INATIVO",,"3",,,,,,,
"LEILA MARIA DA SILVA CUNHA","706007354447947","73649074249",,"1981-02-07","MARIA LUISA DA SILVA CUNHA","71904","2019-11-26","2019-12","2","INATIVO",,"2",,,,,,,
"FERNANDA FLOR BENA","704500371809110","03555298232","16301788193","1996-07-25","AURENILDE FLOR BENA","71911","2019-08-02","2019-12","2","INATIVO",,"1",,,,,,,
"STEFFANY FERREIRA LIMA","898004218705374","70361583281",,"1992-11-06","ROSILENE FERREIRA LIMA","71924","2018-08-15","2019-12","2","INATIVO",,"3",,,,,,,
"STEFFANY FERREIRA LIMA","898004218705374","70361583281",,"1992-11-06","ROSILENE FERREIRA LIMA","71924","2019-07-18","2019-12","2","INATIVO",,"2",,,,,,,
"ALCIONE BRAGA PENHA","706402133591281","93279183200",,"1986-12-17","MARIA BARROSO BRAGA PENHA","71938","2018-11-30","2019-12","2","INATIVO",,"1",,,,,,,
"DOUGLIMAR NAYRLIN RIVAS MADRIZ","898005806706801",,,"1995-05-15","NOBELIZ HAIDE ZAMBRONO","71976","2018-11-23","2019-12","2","ATIVO",,"1",,,,,,,
"MARTA MOISES FRANCELINO","701801234652779","96076380268",,"1988-03-20","ANGELINA MOISES","71984","2019-06-18","2019-12","2","ATIVO",,"2",,,,,,,
"ALINE EMILIANO MARTINS","701405605524738","71403841268","12675150020","1981-04-05","SEVERINA DE OLIVEIRA MARTINS","71986","2019-06-13","2019-12","2","ATIVO",,"2",,,,,,,
"ADRIANE FEITOSA DO CARMO","702500727555940","03966781220",,"1996-09-20","ZENILDA ALBERTO FEITOSA","72031","2018-07-25","2019-12","2","INATIVO",,"1",,,,,,,
"LUCILIA RABELO ARAUJO","707006875402035","00592442241",,"1992-01-13","RAIMUNDA ERCILIA RABELO","72146","2019-05-21","2019-12","2","ATIVO",,"3",,,,,,,
"DENICE VIEIRA DOS SANTOS","705804497999430","04152477210","16140077762","2002-07-06","ELAINE DE SOUZA VIEIRA","72162","2019-06-26","2019-12","2","ATIVO",,"3",,,,,,,
"ELINE COSME E SILVA","706704525189719","00598318208",,"1992-07-02","TEREZINHA COSME DE OLIVEIRA","72166","2018-07-13","2019-12","2","ATIVO",,"2",,,,,,,
"ELINE COSME E SILVA","706704525189719","00598318208",,"1992-07-02","TEREZINHA COSME DE OLIVEIRA","72166","2018-07-13","2019-12","2","ATIVO",,"2",,,,,,,
"NAYKELLE DOS SANTOS CARVALHO","700404936090043","01354336224",,"1991-09-25","MARIA LUCIA DOS SANTOS CARVALHO","72174","2019-06-12","2019-12","2","ATIVO",,"2",,,,,,,
"THALYTA MOURA DA SILVA","708603054676085","04159293263",,"1997-01-15","ANDREZA DA SILVA MOURA","72184","2019-03-07","2019-12","2","INATIVO",,"3",,,,,,,
"THALYTA MOURA DA SILVA","708603054676085","04159293263",,"1997-01-15","ANDREZA DA SILVA MOURA","72184","2019-09-20","2019-12","2","INATIVO",,"3",,,,,,,
"RUTE FREITAS DA CONCEICAO","700003909492007","01705502229","20454215929","1995-04-12","MARIA APARECIDA DA CONCEICAO CAVALCANTE","72259","2018-08-27","2019-12","2","ATIVO",,"1",,,,,,,
"RAFAELA SILVA DAS NEVES","702407558914822","00333046293",,"1990-11-12","FRANCISCA BRISAMAR DA SILVA BENICIO","72263","2019-02-28","2019-12","2","INATIVO",,"1",,,,,,,
"RAFAELA SILVA DAS NEVES","702407558914822","00333046293",,"1990-11-12","FRANCISCA BRISAMAR DA SILVA BENICIO","72263","2019-05-31","2019-12","2","INATIVO",,"1",,,,,,,
"FABIOLA CARLA LIMA BEZERRA","706902161973237","90539893234",,"1987-06-29","ANGELA MARIA LIMA BEZERRA","72287","2019-05-17","2019-12","2","ATIVO",,"1",,,,,,,
"LUANA FRANCO DA SILVA","700006585554307","03054929264","16444339104","1996-12-19","LEIDIMAR LARANGEIRA FRANCO","72343","2019-11-04","2019-12","2","ATIVO",,"2",,,,,,,
"NALLYE YOHANNA RICHIL DE CARVALHO","702603792447741","01965849229",,"1998-02-07","ELIZETE DE LIMA RICHIL","72380","2019-01-23","2019-12","2","ATIVO",,"2",,,,,,,
"NALLYE YOHANNA RICHIL DE CARVALHO","702603792447741","01965849229",,"1998-02-07","ELIZETE DE LIMA RICHIL","72380","2019-05-31","2019-12","2","ATIVO",,"2",,,,,,,
"MARIANE CORREA RODRIGUES","705007805891759","03239729261",,"1993-09-29","MARIA FABA CORREA","72388","2019-09-23","2019-12","2","ATIVO",,"2",,,,,,,
"JAQUELINE ESMERINO","705007233297350","01227878206","16281160771","1992-01-21","GENOVEVA ESMERINO","72399","2019-06-18","2019-12","2","INATIVO",,"3",,,,,,,
"RUTH GRAZIELLE SOARES DE ALMEIDA","700509939101155","94416745249",,"1991-11-11","ELDA SOARES DE ALMEIDA","72408","2019-11-06","2019-12","2","INATIVO",,"3",,,,,,,
"ESTEFANY COSTA PESSOA","700003239260209","04103623365",,"1989-03-15","MARLLY COSTA PESSOA","72436","2018-08-10","2019-12","2","ATIVO",,"1",,,,,,,
"ERIANI DA SILVA FROTA","709003859342213","04535591237","21218672678","2002-09-07","SILVANA DA COSTA SILVA","72475","2019-09-04","2019-12","2","ATIVO",,"2",,,,,,,
"FRANCIENE CASTRO TRINDADE","708202139136347","01776926269","16270304955","1995-02-06","FRANCISCA CASTRO DE JESUS","72495","2019-05-09","2019-12","2","ATIVO",,"2",,,,,,,
"FRANCIENE CASTRO TRINDADE","708202139136347","01776926269","16270304955","1995-02-06","FRANCISCA CASTRO DE JESUS","72495","2018-11-27","2019-12","2","ATIVO",,"1",,,,,,,
"LIDIANE LAVOR DO VALE","705008661039253","00422909297",,"1990-08-04","ZENAIDE LAVOR DO VALE","72513","2019-03-15","2019-12","2","ATIVO",,"3",,,,,,,
"LIDIANE LAVOR DO VALE","705008661039253","00422909297",,"1990-08-04","ZENAIDE LAVOR DO VALE","72513","2019-09-05","2019-12","2","ATIVO",,"3",,,,,,,
"RAYANNE DE SOUSA ALMEIDA","704505194543320","01694018202",,"1993-12-31","EDILEUSA DE SOUSA ALMEIDA","72533","2019-04-25","2019-12","2","ATIVO",,"1",,,,,,,
"RAYANNE DE SOUSA ALMEIDA","704505194543320","01694018202",,"1993-12-31","EDILEUSA DE SOUSA ALMEIDA","72533","2019-05-24","2019-12","2","ATIVO",,"3",,,,,,,
"ESTEVANIA PEDRO MIRANDA","707403023032775",,"16291426960","1996-08-14","ZADENES PEDRO","72624","2019-05-14","2019-12","2","ATIVO",,"3",,,,,,,
"ESTEVANIA PEDRO MIRANDA","707403023032775",,"16291426960","1996-08-14","ZADENES PEDRO","72624","2019-04-12","2019-12","2","ATIVO",,"1",,,,,,,
"THAYSA BARBOSA MESQUITA","708205697289845","03879045224",,"2000-05-08","MARIA DE FATIMA BARBOSA DA SILVA","72626","2019-02-25","2019-12","2","ATIVO",,"3",,,,,,,
"ADRIANA DA SILVA COLARES","702305580128620","90309090210",,"1987-09-24","SONIA DA SILVA COLARES","72773","2019-05-17","2019-12","2","ATIVO",,"3",,,,,,,
"ADRIANA DA SILVA COLARES","702305580128620","90309090210",,"1987-09-24","SONIA DA SILVA COLARES","72773","2019-01-11","2019-12","2","ATIVO",,"3",,,,,,,
"GILCELIA FERRAZ BEZERRA","706400687020883","92707785253",,"1988-07-21","MARIA ALVES FERRAZ","72777","2018-09-14","2019-12","2","INATIVO",,"2",,,,,,,
"JESSICA THAINA QUEIROZ GATO","708008312785124","04165618292","20449697325","1998-08-06","FABIANA QUEIROZ GATO","72788","2019-10-11","2019-12","2","ATIVO",,"1",,,,,,,
"DEBORA DA SILVA MENEZES","700009147942902","03759567274",,"1997-03-20","MARTHA CARDOSO DA SILVA","72813","2019-08-30","2019-12","2","ATIVO",,"2",,,,,,,
"ROSSE ELLY SOUSA SILVA","708601507280380","86855158234",,"1986-02-23","FRANCISCA BEZERRA DA FROTA","72819","2018-08-03","2019-12","2","ATIVO",,"3",,,,,,,
